economy,economy_code,year,income_group,region,gdp_per_capita_ppp,road_density_km_per_100sqkm,rail_lines_total_km,air_transport_passengers,container_port_traffic_teu,energy_use_per_gdp,co2_emissions_per_capita,co2_transport_pct_total,trade_pct_gdp,urban_population_pct,lpi_overall_score,lpi_infrastructure_score,gross_capital_formation_pct_gdp
Economy_004,EC004,2015,High income,Sub-Saharan Africa,91620.65025471785,134.70558890087202,,10444.616855183413,1677.991575112939,68.30770132966333,,29.2676149643124,,89.56007507626528,,,33.21366450087328
Economy_004,EC004,2016,High income,Sub-Saharan Africa,,125.0007780938397,,7426.020391644969,,59.689143108311214,15.038417423440015,39.242439451840994,63.76691526930321,90.35542733699339,3.8697349125631413,3.6354162285958136,33.20615882645715
Economy_004,EC004,2017,High income,Sub-Saharan Africa,95424.24088890186,,50.47368818056812,6441.73569327291,547.0694258409726,66.39510805753501,15.291383068221524,,48.88087916430312,91.15077959772148,,,34.342359899143425
Economy_004,EC004,2018,High income,Sub-Saharan Africa,97384.84688833673,126.80992960667139,48.62577395648086,8861.487683363359,342.8102572208983,46.25696416275643,14.819708021871445,20.36855437476435,40.09178693615816,91.94613185844959,3.9038189969872943,3.863163467322802,32.28206554660072
Economy_004,EC004,2019,High income,Sub-Saharan Africa,99385.73590023482,,,18298.15495328272,2196.0627635109777,54.04041550358257,15.58890428054378,31.887917184570906,132.28975910383772,92.74148411917768,,,24.32116999705832
Economy_004,EC004,2020,High income,Sub-Saharan Africa,101427.7355876215,124.37355438328026,64.8290623107289,15741.535378617538,,36.2027240451001,12.954490177826997,26.41485480876255,130.79365976069664,93.5368363799058,3.959383320167717,4.094036923736187,30.679229204526393
Economy_004,EC004,2021,High income,Sub-Saharan Africa,103511.69061885627,136.86444146680958,37.84351148802258,9190.840010356076,3799.423373234993,36.98631688991161,12.125505427838256,29.241945815313212,125.6157393436833,94.33218864063389,,,21.834182421543503
Economy_004,EC004,2022,High income,Sub-Saharan Africa,105638.46301702768,131.58191953982532,147.6607169057361,14927.735146466674,3556.062447895555,57.99768705073306,17.907466130387903,,116.6265153512322,95.127540901362,,,27.705376531350794
Economy_005,EC005,2010,High income,Latin America & Caribbean,76225.7023448417,159.5238780468705,91.76936442113441,10973.031006012841,711.937483461106,64.51776699462424,,25.976717726746276,44.90639600736712,78.05236755548339,,,26.23477360875869
Economy_005,EC005,2011,High income,Latin America & Caribbean,78573.13521830204,164.78682100829224,77.27827024995351,8874.580109592838,1188.5100428707474,68.37573937132227,19.652952375824043,20.873233154147222,87.51347142915448,79.33809642909523,,,18.354639367956146
Economy_005,EC005,2012,High income,Latin America & Caribbean,80992.85920782809,171.04758410709147,,10784.77972791326,1823.339799683145,58.137441323855036,19.767474031887936,31.761167561801585,118.24203583989032,80.62382530270706,3.72843145264141,3.792144680778113,28.161300609349695
Economy_005,EC005,2013,High income,Latin America & Caribbean,83487.1005774895,160.42757522807585,68.58233686976496,9907.535006376365,1562.0078028321966,53.129972166753404,20.409390299821002,21.947867851071045,,81.9095541763189,,,28.079612797140292
Economy_005,EC005,2014,High income,Latin America & Caribbean,86058.15415097948,153.4585340610631,56.79577688667203,8326.914350752195,1963.4747644164015,61.4335667737045,19.783056533637126,22.915131364895032,136.04516035929032,83.19528304993075,4.109321633033672,4.378471645944533,22.292972295282127
Economy_005,EC005,2015,High income,Latin America & Caribbean,88708.38542296457,156.15369589301906,93.55316945814008,14838.76064900795,,44.32071284739528,21.57144585966311,,34.10253191269898,84.48101192354258,,,19.505444931795104
Economy_005,EC005,2016,High income,Latin America & Caribbean,91440.23273545507,169.4845128202309,77.24889018724919,5400.462877080076,,40.25269114378663,17.961199497106364,38.79639583853684,,85.76674079715443,3.710956461173651,3.523965911433012,30.4241010728049
Economy_005,EC005,2017,High income,Latin America & Caribbean,94256.2095211986,174.1181826077201,145.45170321129405,5494.757019040122,3231.220103279647,55.060968263590524,23.73433814820234,26.97147334483941,122.22232374285494,87.05246967076627,,,28.284216685739196
Economy_005,EC005,2018,High income,Latin America & Caribbean,97158.90661616082,179.13985160615553,155.7152638753411,15477.877586121249,867.943735009161,,21.916618853617052,26.56762455770162,68.06348601184783,88.3381985443781,4.061576372329446,4.099639728738521,24.467134971957563
Economy_005,EC005,2019,High income,Latin America & Caribbean,100150.9946432208,186.72295861169746,118.83421421356095,15894.129387844769,3686.4640481835254,36.3725216125728,22.76076668177962,24.921393175959963,,89.62392741798995,,,24.704210504911956
Economy_005,EC005,2020,High income,Latin America & Caribbean,103235.22646927438,163.96159036362053,116.06365823494929,7034.092384952516,1021.8243328492631,53.44307310755014,21.793259697357193,38.59211754843979,53.34699878223611,90.90965629160178,4.269225519796677,4.023001323289643,30.199808360446703
Economy_005,EC005,2021,High income,Latin America & Caribbean,106414.43973800585,184.79792276635428,77.7774742677146,11152.967203796712,,56.651357677333564,24.349035854119393,22.246086888224383,140.13029870056528,92.19538516521362,,,28.84574849848606
Economy_005,EC005,2022,High income,Latin America & Caribbean,109691.55948065867,187.27120461281743,186.12065276590198,17578.533439675946,1163.4935868457094,43.28792231256438,21.435505177889045,23.059676016571252,,93.48111403882547,,,27.101087731325237
Economy_006,EC006,2010,High income,North America,64852.345844784584,224.562862904201,118.55449883185887,5288.152209934563,1629.6500157445148,,14.85892233629366,28.023758280779653,102.38632922560467,81.06792416948818,,,23.840528071186966
Economy_006,EC006,2011,High income,North America,65531.65035067714,,43.65775143732465,5597.024382513534,825.9649717147377,52.27592633931025,13.293532990891263,31.609500134333494,75.41717081830429,81.77723219885725,,,
Economy_006,EC006,2012,High income,North America,66218.07032179635,241.35759377688507,132.1976549991482,4727.365609027262,666.1576091608041,48.27061503099187,14.337726922989676,32.16972825319583,122.23197657462102,82.4865402282263,4.314865549845952,4.318968608938242,20.708168350522666
Economy_006,EC006,2013,High income,North America,66911.68029002733,240.83375456283943,121.46233084330724,,1018.3919629647662,57.89394646537385,13.218723901392668,32.55900105545272,97.98904346057023,83.19584825759537,,,20.401726837683597
Economy_006,EC006,2014,High income,North America,67612.55556794936,261.6388652688243,117.08522503618907,7996.472812071427,,,13.437197381793947,39.05595055202589,67.64732294329153,83.90515628696444,4.444283266009924,4.639403726459265,29.327217059195675
Economy_006,EC006,2015,High income,North America,68320.77225701322,248.8328596943496,51.50546808287645,,335.2320531813391,56.31987926443977,13.721158327909079,23.835649111837213,32.12253715359087,84.6144643163335,,,28.53146177392899
Economy_006,EC006,2016,High income,North America,69036.40725580457,224.46467779811482,92.572659073536,4896.1625298490735,,58.281473274170295,15.283845410812962,35.841872675210865,57.917464627521724,85.32377234570257,4.454033854875078,4.396912912326198,29.119288521323966
Economy_006,EC006,2017,High income,North America,69759.53826839341,266.0943906492872,91.50068483774695,5913.107505489296,1535.0638804619894,41.240655955470174,15.992269597357161,21.292333596881722,104.27378316092658,86.03308037507163,,,28.98353209886264
Economy_006,EC006,2018,High income,North America,70490.24381277141,241.60613362043057,,4278.417169571832,,55.7320561125701,14.740641901591134,38.606377696756475,144.7466628778738,86.7423884044407,4.327553250401581,4.179388310082052,31.279897204377626
Economy_006,EC006,2019,High income,North America,71228.60322937732,241.73464934567897,,9272.291082525693,726.2303015414443,33.966724438765986,15.147948954824285,,119.54487089782063,87.45169643380976,,,34.50274928040139
Economy_006,EC006,2020,High income,North America,71974.69668971188,222.97852938078017,,5341.294553738408,1963.3209646451583,32.3336863807169,14.158119433749178,21.385086125717198,123.89819094767255,88.16100446317883,4.292447556675257,4.5683434675208145,26.130340007790704
Economy_006,EC006,2021,High income,North America,72728.60520504284,243.31827071962263,153.29064221327292,6999.742770779674,,39.74228879444013,16.04219321657824,38.56635065697154,96.01103285497872,88.8703124925479,,,34.87106180832099
Economy_006,EC006,2022,High income,North America,73490.41063520123,282.2904865524931,116.35237053614317,6452.169072813237,333.9939726293098,46.80250910306336,15.098760892399362,33.705960322317466,36.46298483976314,89.57962052191695,,,34.40720561615894
Economy_007,EC007,2010,High income,North America,63858.6391643775,268.12097473359756,,,2061.978229242716,72.60473537921472,10.53616162015756,32.299564806822644,135.57797831303265,80.8450128063693,,,26.91070590234476
Economy_007,EC007,2011,High income,North America,66052.3473132526,296.19498299146943,112.87733918517442,5841.606079193134,734.4910102425972,47.71459662949545,10.47615978737597,20.03759767049821,44.96568682936686,82.03506728018482,,,18.494213465847213
Economy_007,EC007,2012,High income,North America,68321.41496720661,278.15177847779546,137.4840933797986,3038.6249847046906,1486.4055840477051,,9.548446091143399,33.90831296656106,102.25747728629773,83.22512175400033,4.181033228491609,4.193211174642801,24.34886413445095
Economy_007,EC007,2013,High income,North America,70668.43091864962,274.21830417172157,155.03866467936496,4577.788466605267,1884.818954743083,65.69545649910062,,39.59293430067767,89.53996609358634,84.41517622781585,,,29.904283310556856
Economy_007,EC007,2014,High income,North America,73096.07289165517,,218.5217430443904,,,70.06401055358178,9.696895480638538,38.18780384016792,114.72228091968294,85.60523070163136,4.0969080715907875,4.350481906443461,26.02502738134897
Economy_007,EC007,2015,High income,North America,75607.11059699107,272.29787982474375,217.07507991231853,4820.516388438041,334.52377209187654,58.30917984717897,8.613846513122738,26.30379042194718,62.176682411461606,86.79528517544688,,,19.46921838296329
Economy_007,EC007,2016,High income,North America,78204.40889209854,277.2286207370927,,13215.027498234089,544.8849423622742,35.975637642472144,11.521308930713698,34.40016079326226,67.04384920478343,87.9853396492624,4.054574615946755,4.16482707929298,27.266793980431896
Economy_007,EC007,2017,High income,North America,80890.9310496245,289.68072622804846,99.04299424960156,5944.886785096295,,64.05234964910696,12.82029703552926,25.8117511961271,109.70254974065008,89.17539412307791,,,
Economy_007,EC007,2018,High income,North America,83669.74213823667,300.07962001077277,,14516.513625883907,1218.9701356447151,52.3481528230967,10.2496241019856,31.050272295654505,60.65920135867256,90.36544859689343,4.17777208460522,4.047230623817127,24.642382215431425
Economy_007,EC007,2019,High income,North America,86544.0125195779,287.1695024103737,254.5850810710452,7674.175230053386,585.0050450061912,62.22022011789194,,31.156403838584026,63.17300287000753,91.55550307070894,,,28.429043356865996
Economy_007,EC007,2020,High income,North America,89517.02146535029,287.3659047917018,324.7186651599586,5675.8785782222485,1086.3271223191562,63.906501026613185,12.840904786173063,39.595649157090435,88.24307797918645,92.74555754452446,4.128754268446594,4.240870867051611,19.581518269820464
Economy_007,EC007,2021,High income,North America,92592.16089865519,308.50487765688916,,12850.870008677837,1548.32314143201,56.76075927198959,11.77886516611531,24.88679881572932,138.15552129295787,93.93561201833998,,,19.48205095314113
Economy_007,EC007,2022,High income,North America,95772.93926385783,298.43528875731437,98.48895399178734,6008.493482585086,692.5991238701884,51.122752265009254,12.663957925900824,23.342640229424426,,95.12566649215549,,,24.126422938815907
Economy_008,EC008,2010,High income,Sub-Saharan Africa,78711.33620691758,78.52831995472314,,9952.897162103285,402.6444713536823,56.857761663169896,13.169292227234566,39.455526457841714,79.53133551192312,74.22702675889981,,,29.888361377145465
Economy_008,EC008,2011,High income,Sub-Saharan Africa,80033.83711094523,80.35732638236868,15.034278355471578,5555.69111333678,610.726430923255,48.07297857818625,12.585964181501538,34.60492294180292,98.06049359032627,74.98496108674046,,,32.91344996804505
Economy_008,EC008,2012,High income,Sub-Saharan Africa,,82.2494949531811,,5414.69899837429,,57.15358575294485,13.297435854741934,20.65291355091337,109.05900841680847,75.74289541458108,4.17587708832145,4.397007992113624,19.099677189757237
Economy_008,EC008,2013,High income,Sub-Saharan Africa,82745.87389599507,,52.54315439832999,,,46.40533520026226,14.097340744296421,35.73500670308874,106.75266734132182,76.50082974242173,,,22.572302079050008
Economy_008,EC008,2014,High income,Sub-Saharan Africa,84136.16274516843,,48.199952069734195,7613.114143945097,1466.4951655467637,56.56187557132999,13.85587883977793,25.698160430619218,86.36925155888206,77.25876407026237,4.002812762582713,3.9805239355922235,25.455154305136404
Economy_008,EC008,2015,High income,Sub-Saharan Africa,85549.81110452792,,,7240.352550100183,1158.293499990428,60.15394817073029,,25.163465083823382,49.82447272054202,78.01669839810302,,,34.21856316894569
Economy_008,EC008,2016,High income,Sub-Saharan Africa,86987.21145849611,89.21009610289983,,9555.530331318867,986.4036025685946,49.42923848347616,15.434286684346652,28.253506521667934,41.07417504879087,78.77463272594365,3.877642153526254,3.965299858529292,28.989651532118316
Economy_008,EC008,2017,High income,Sub-Saharan Africa,88448.76288598408,,,4407.773120380233,2065.278016250388,62.19597846878542,15.360581047278892,24.321027300233744,83.86236860096498,79.53256705378429,,,24.58567395636721
Economy_008,EC008,2018,High income,Sub-Saharan Africa,,85.83604407372029,70.84263094329404,13246.61171240602,,46.03375844505498,14.168897639861036,30.516251977466474,,80.29050138162494,3.987661476170214,3.994670308119121,20.81568189948051
Economy_008,EC008,2019,High income,Sub-Saharan Africa,91445.94891626795,83.46958561106521,80.7861746397166,13063.489131952687,1665.6102681063069,36.25250127446201,14.796892094514215,23.34719466277256,93.73024138622914,81.04843570946558,,,19.68813744681278
Economy_008,EC008,2020,High income,Sub-Saharan Africa,92982.41565586833,89.88656915169877,,8870.69903547522,1542.0945897458212,34.822454521275866,13.130344524358632,20.61875289462684,86.8807714179787,81.80637003730621,4.128978896418221,4.4114241886245695,31.150161156087584
Economy_008,EC008,2021,High income,Sub-Saharan Africa,94544.69797363126,97.87850881292854,,10282.409724575695,,49.3891140963356,15.060449859797199,39.99427608311828,129.6826212624092,82.56430436514685,,,31.300601600821484
Economy_008,EC008,2022,High income,Sub-Saharan Africa,96133.22962061605,88.04214922465246,36.90300191925619,11203.484048584154,1653.561448445625,31.554639524011545,15.652314903156645,21.154821037383474,101.16174004327172,83.3222386929875,,,25.935295312930194
Economy_009,EC009,2010,High income,Europe & Central Asia,,157.595049622228,74.53775496438321,9191.667603927623,1906.4858546444666,42.378862754691234,15.766931877853526,20.063356971614034,,85.14388257847642,,,23.30228436007277
Economy_009,EC009,2011,High income,Europe & Central Asia,65141.496803049544,187.4518466225687,,9748.331215040072,1649.6517348866912,59.92026190111012,19.071267022169796,32.65812661356868,107.33643325452404,86.5172256466655,,,18.096318847002642
Economy_009,EC009,2012,High income,Europe & Central Asia,67211.13947114293,199.66000418129343,87.04757392410323,3007.5640472627574,,71.76745928751917,21.137645803414944,33.63497288180322,,87.89056871485458,3.8818009675954657,3.668918875326262,30.07187095916901
Economy_009,EC009,2013,High income,Europe & Central Asia,69346.53777863378,167.6281614949463,,3407.697168773078,,53.24616569547307,18.497873416494834,34.39582906709372,56.312875430865084,89.26391178304365,,,25.717096417842072
Economy_009,EC009,2014,High income,Europe & Central Asia,71549.78088041788,186.23567400982216,81.9672435982694,11822.216875309523,818.2135280136793,46.792931344733724,21.055376373570144,28.04893274867338,49.034897343165355,90.63725485123274,4.0482907014956515,4.104382159281212,33.22735434074494
Economy_009,EC009,2015,High income,Europe & Central Asia,73823.02430696302,194.57046363733176,,13004.077525103916,1543.3961916007877,69.70756154288965,18.959621083060373,20.845834984453624,138.8639785872747,92.01059791942181,,,33.812906412453216
Economy_009,EC009,2016,High income,Europe & Central Asia,76168.49207316015,185.95404256582617,,4674.693108795678,1740.7974649206585,65.6768698158269,17.180688039658808,29.519354620233116,149.93594978587566,93.3839409876109,4.025487022607747,4.1879553935660745,18.04898127831545
Economy_009,EC009,2017,High income,Europe & Central Asia,78588.47885417567,181.56497214170534,147.29106566044047,8132.695331659901,243.16077500744478,59.75612133486256,20.38949718415261,31.583505107494442,34.3126409905864,94.75728405579997,,,18.731118181737973
Economy_009,EC009,2018,High income,Europe & Central Asia,81085.35223043407,,,12372.544559119975,351.90435596092595,46.960958674292414,23.99307724051289,35.24618064043877,62.00102359943731,96.13062712398906,3.767841226944253,3.599724436238167,20.235810537578423
Economy_009,EC009,2019,High income,Europe & Central Asia,83661.55500392684,189.8349951990455,84.26550413901431,11061.136050255855,1961.9564288878328,50.78693078721745,22.52673329205976,30.939265027427762,107.02319506264264,,,,28.304491603869156
Economy_009,EC009,2020,High income,Europe & Central Asia,86319.60758811406,196.2527251920001,91.2336568706704,12489.64688524507,1574.6532133433795,56.86169633047122,22.135216079139514,24.09962419053633,93.6884826344203,98.0,4.177519529521513,4.415164596598257,32.40230546357089
Economy_009,EC009,2021,High income,Europe & Central Asia,89062.11047375659,210.77545971495456,,5157.805209565912,1902.0940938080325,60.234932311211956,18.88962507764189,20.891276468973583,94.65756108475429,98.0,,,23.13258390131753
Economy_009,EC009,2022,High income,Europe & Central Asia,91891.74677309173,209.09801584644111,142.80987247150966,13611.860117597776,,60.64743362748283,23.160034993605446,30.544653215078252,137.7209607213548,98.0,,,
Economy_010,EC010,2010,High income,Latin America & Caribbean,35709.50246978836,248.04754703345807,153.58829450441877,5617.0030230081575,370.19958554173814,49.28159315604424,14.082240388583543,,77.13525309712121,88.3030651710739,,,32.53851874531229
Economy_010,EC010,2011,High income,Latin America & Caribbean,,,75.24240248042254,6032.154813841151,,74.53421738836384,13.3911322459664,23.076140492832156,78.33172781547023,89.74654132627128,,,28.802541976211884
Economy_010,EC010,2012,High income,Latin America & Caribbean,37287.507101061,248.12665958001887,167.32918367690243,6174.9647692339795,343.39221142447093,70.64894062638838,11.615563219932557,39.12640186775055,138.26836841546856,91.19001748146869,4.3502243751585254,4.139131132096493,29.55234876127644
Economy_010,EC010,2013,High income,Latin America & Caribbean,38102.46948558154,266.06932630956055,168.3506211599405,6470.861162884135,535.188700517756,47.19962127654783,,25.913893480832083,128.7792996850631,92.63349363666607,,,24.194022053279944
Economy_010,EC010,2014,High income,Latin America & Caribbean,38935.24383286977,274.14340233767484,140.384073290801,2080.9170630506483,,,14.252995118677601,30.640433579685038,,94.07696979186346,3.947176598434033,4.001435252327648,19.042626245935804
